EGID	GDEKT	GGDENR	GGDENAME	EGRID	LGBKR	LPARZ	LPARZSX	LTYP	GEBNR	GBEZ	GKODE	GKODN	GKSCE	GSTAT	GKAT	GKLAS	GBAUJ	GBAUM	GBAUP	GABBJ	GAREA	GVOL	GVOLNORM	GVOLSCE	GASTW	GANZWHG	GAZZI	GSCHUTZR	GEBF	GWAERZH1	GENH1	GWAERSCEH1	GWAERDATH1	GWAERZH2	GENH2	GWAERSCEH2	GWAERDATH2	GWAERZW1	GENW1	GWAERSCEW1	GWAERDATW1	GWAERZW2	GENW2	GWAERSCEW2	GWAERDATW2	GEXPDAT
9007122	BE	371	Biel/Bienne	CH854946123537	0	6503					2585878.827	1220002.827	901	1004	1060	1251			8012		168				2					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9007123	BE	371	Biel/Bienne	CH434612354957	0	7640				Migros Aare M Mett	2587360.264	1221312.011	901	1004	1060	1230	1961		8014		499				1					7461	7580	857	2025-11-26	7400	7500	857	2025-11-26	7660	7580	857	2025-11-26	7600	7500	857	2025-11-26	2026-04-25
9007124	BE	371	Biel/Bienne	CH394612973515	0	4730				Kindergarten	2587520.988	1221229.385	901	1004	1060	1263	1964		8014		343				1					7430	7520	855	2025-09-16					7600	7500	869	2001-11-29					2026-04-25
9007125	BE	371	Biel/Bienne	CH343546183566	0	3387				Rotes Kreuz Schweiz	2585446.531	1221471.288	901	1004	1040	1220			8011		264				4	1				7434	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007126	BE	371	Biel/Bienne		0	5250					2585974.0	1220747.0	902	1007	1060	1230			8018	2015	345				2	6				7430	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007127	BE	371	Biel/Bienne	CH443546120085	0	8382					2585985.441	1220931.871	901	1004	1060	1251			8014		557				1					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9007128	BE	371	Biel/Bienne	CH173512214680	0	9734					2586018.197	1220945.242	901	1004	1060	1251			8013		1448				3					7432	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007129	BE	371	Biel/Bienne	CH334619351265	0	25030					2586218.249	1220920.933	901	1004	1060	1220			8012		4455				2					7432	7520	855	2025-09-16					7632	7520	855	2020-05-13					2026-04-25
9007130	BE	371	Biel/Bienne		0	25031					2586286.0	1221067.0	902	1007	1060	1251			8012	2013	580				3					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9007131	BE	371	Biel/Bienne	CH934619352938	0	25033				SBB Rangierbahnhof	2586849.881	1221276.014	901	1004	1060	1251	1920		8012		148				3					7432	7530	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007132	BE	371	Biel/Bienne		0	99005				Schwanengasse, 61, 2503, 0	2586218.0	1221073.0	905	1007					8013	2001						1																				2026-04-25
9007133	BE	371	Biel/Bienne		0	5250				Alevitisches Kultur Zentrum Biel	2585964.0	1220875.0	904	1007	1060	1261	1984	12	8016	2015	660				2					7431	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9007134	BE	371	Biel/Bienne	CH334619351265	0	25012					2586109.416	1220838.676	901	1004	1060	1251			8014		325				2					7430	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007135	BE	371	Biel/Bienne	CH861146355619	0	9252					2586167.631	1221018.62	901	1004	1060	1251	1946		8013		1934				2					7430	7530	855	2025-09-16					7630	7530	855	2025-09-16					2026-04-25
9007136	BE	371	Biel/Bienne	CH884946351239	0	6493					2584765.251	1220099.547	905	1007	1060				8013	2018	53				3	1				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007137	BE	371	Biel/Bienne	CH456446183541	0	5397					2585729.484	1220037.815	901	1004	1060	1251	1951		8013		274				3					7432	7530	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007138	BE	371	Biel/Bienne	CH821403463555	0	6282					2585727.261	1220017.118	901	1004	1060	1251	1870		8011		254				3					7430	7520	870	2025-08-22					7630	7520	870	2025-08-22					2026-04-25
9007139	BE	371	Biel/Bienne	CH994618303555	0	2985					2584685.765	1220515.705	901	1004	1060	1220	1971	12	8015		1118				6					7430	7530	855	2025-09-16					7630	7520	855	2020-01-30					2026-04-25
9007140	BE	371	Biel/Bienne	CH921481463595	0	6042					2584671.91	1220571.854	901	1004	1020	1110	1927		8012		169				3	1				7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007141	BE	371	Biel/Bienne	CH234617353396	0	3194					2584554.112	1220623.328	901	1004	1060	1241			8013		149				1					7400	7500	869	2001-11-29	7400	7500	869	2001-11-29	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9007143	BE	371	Biel/Bienne	CH113595464536	0	1170				Museum Schwab	2585023.645	1220865.452	901	1004	1060	1262	1871		8011		363				2					7432	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007144	BE	371	Biel/Bienne	CH543546116982	0	3054				Arztpraxis	2584817.269	1220783.847	901	1004	1040	1264			8012		182				4	1	5			7434	7520	855	2025-09-16					7634	7520	855	2020-01-28	7600	7500	860	2001-11-29	2026-04-25
9007146	BE	371	Biel/Bienne	CH621248463563	0	4946				Kindergarten Linde	2586874.443	1220912.931	901	1004	1060	1263	1958		8013		242				2					7430	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
9007147	BE	371	Biel/Bienne	CH294611613569	0	7887					2587998.853	1221437.41	901	1004	1060	1263	1949		8013		190									7430	7520	870	2025-08-22					7600	7500	869	2001-11-29					2026-04-25
9007149	BE	371	Biel/Bienne	CH421286463580	0	7135					2585379.483	1220373.577	901	1004	1040	1220			8012		213				5	12				7430	7520	855	2025-09-16	7410	7501	864	2025-08-28	7630	7520	855	2025-09-16	7610	7501	864	2025-08-28	2026-04-25
9007152	BE	371	Biel/Bienne	CH821479463550	0	838					2587027.64	1222582.615	901	1004	1060	1251	2007		8021		1376				4				5279	7434	7520	855	2025-09-16					7630	7520	871	2014-06-26					2026-04-25
9007154	BE	371	Biel/Bienne	CH601435784684	0	41				Schulen - Primarstufe Bözingen	2587157.605	1222616.132	901	1004	1060	1263	1904		8011		378				3					7434	7520	855	2019-11-15	7400	7500	869	2011-10-30	7630	7520	855	2019-11-15	7600	7500	869	2011-10-31	2026-04-25
9007155	BE	371	Biel/Bienne	CH594612423515	0	494					2587365.225	1222802.718	901	1004	1060	1252			8014		153				1					7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007156	BE	371	Biel/Bienne	CH413592461489	0	10346				Tankstelle	2587412.634	1222863.391	901	1004	1060	1230			8016		112				1					7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9007157	BE	371	Biel/Bienne	CH794612183519	0	8859					2588206.826	1223371.062	901	1004	1060	1230	1961		8014		536				2					7410	7501	864	2025-08-28	7400	7500	869	2024-05-02	7610	7501	864	2025-08-28	7600	7500	869	2024-02-05	2026-04-25
9007158	BE	371	Biel/Bienne	CH113594461278	0	83					2588494.467	1223564.505	901	1004	1060	1230			8015		430				2					7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007159	BE	371	Biel/Bienne	CH682046351217	0	9226					2588288.385	1223411.996	901	1004	1060	1230	1969		8014		893				2					7434	7530	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007160	BE	371	Biel/Bienne	CH621353463588	0	9665					2588581.765	1223619.791	901	1004	1060	1251	1982		8016		2933				3					7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007161	BE	371	Biel/Bienne	CH394612403589	0	9323					2588455.06	1223588.011	901	1004	1040	1211			8011		128				1					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9007162	BE	371	Biel/Bienne	CH413533461240	0	8758				Kindergarten	2586791.21	1222096.53	905	1007	1060	1263			8013		150				3					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9007164	BE	371	Biel/Bienne	CH401135924694	0	160					2586875.732	1222106.746	901	1004	1060	1251	1958		8013		583				2					7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007165	BE	371	Biel/Bienne	CH173512174692	0	231					2586986.805	1222225.249	901	1004	1030	1122	1987		8017		267				4	5				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
9007166	BE	371	Biel/Bienne	CH721486463521	0	422					2586957.265	1222195.055	901	1004	1030	1121	1924		8012		102				3	2				7431	7520	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9007167	BE	371	Biel/Bienne	CH673510064670	0	9964				Kaufmännische Berufsschule	2585072.423	1220725.134	901	1004	1060	1263			8017		617				4					7460	7580	869	2019-09-02					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007170	BE	371	Biel/Bienne	CH661846359256	0	8711				Kino u. Theatersaal	2585307.83	1220315.863	901	1004	1060	1261			8019		1101				1					7430	7520	870	2025-08-22					7650	7560	860	2001-11-29					2026-04-25
9007171	BE	371	Biel/Bienne	CH994619283552	0	1287					2585202.262	1220942.241	901	1004	1030	1122	1930		8012		245				3	4				7410	7599	857	2024-04-29	7400	7500	857	2024-04-29	7610	7599	857	2024-04-29	7600	7500	857	2024-04-29	2026-04-25
9007172	BE	371	Biel/Bienne	CH243546143416	0	1259					2585282.84	1220933.512	901	1004	1030	1122	1957		8013		77				5	5				7432	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007173	BE	371	Biel/Bienne	CH213542461821	0	1281					2585238.65	1220931.123	901	1004	1030	1110			8011		169				5	1				7432	7520	865	2025-10-29	7400	7500	860	2001-11-29	7651	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
9007175	BE	371	Biel/Bienne	CH713537461197	0	1327				Klubschule Migros	2585299.074	1220973.673	901	1004	1060	1263	1910		8011		448				5					7434	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007176	BE	371	Biel/Bienne		0	1326				Unionsgasse, 15, siehe Molzgasse 8	2585317.0	1220985.0	905	1007																																2026-04-25
9007178	BE	371	Biel/Bienne	CH473519264694	0	5633					2585167.755	1220567.214	901	1004	1060	1220	1924		8012		163				6					7434	7520	855	2025-09-16	7400	7500	860	2001-11-29	7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007180	BE	371	Biel/Bienne	CH621856463523	0	1135					2585213.814	1220615.004	901	1004	1040	1251			8012		269				3	1				7432	7530	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007181	BE	371	Biel/Bienne	CH573514804640	0	1681					2585500.934	1221237.858	901	1004	1030	1122			8011		149				5	4				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007183	BE	371	Biel/Bienne	CH401435794652	0	1550					2585506.618	1221303.207	901	1004	1030	1122			8011		100				5	5			430	7430	7520	855	2025-09-16	7400	7500	857	2024-12-05	7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
9007187	BE	371	Biel/Bienne	CH934614350312	0	9071				Berufsbildungszentrum BBZ	2586029.222	1221597.789	901	1004	1060	1263	1950		8013		896				3					7460	7580	870	2025-08-21					7660	7580	870	2025-08-21					2026-04-25
9007188	BE	371	Biel/Bienne	CH934614350312	0	9071				Gewerbeschule	2586027.962	1221658.838	901	1004	1060	1263			8013		686				3					7410	7580	859	2019-12-04	7400	7500	859	2019-12-04	7610	7513	859	2019-12-04	7600	7500	859	2019-12-04	2026-04-25
9007189	BE	371	Biel/Bienne	CH801235254635	0	3663					2585942.993	1221548.479	901	1004	1060	1251	1889		8011		477				1					7461	7580	869	2025-11-28	7400	7500	869	2001-11-29	7660	7580	869	2025-11-28	7600	7500	869	2001-11-29	2026-04-25
9007190	BE	371	Biel/Bienne	CH982546351271	0	3674					2586032.3	1221556.215	901	1004	1060	1230	1950		8013		25																	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9007191	BE	371	Biel/Bienne	CH161446352414	0	2288				Feuerschau und Feuerungskontrolle	2585820.318	1220564.052	901	1004	1060	1220	1962		8014		813				2					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9007192	BE	371	Biel/Bienne	CH161446352414	0	2288				Ambulanz Region Biel AG	2585838.894	1220516.74	901	1004	1060	1242	1962		8014		1804				1					7431	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
9007193	BE	371	Biel/Bienne	CH294614243556	0	2291					2585875.19	1220560.51	901	1007	1040	1220			8011	2022	246				3	1				7430	7520	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007194	BE	371	Biel/Bienne	CH753446123588	0	844					2587345.767	1222174.199	901	1004	1060	1251	1956		8013		262									7410	7501	870	2025-08-01	7400	7500	869	2019-06-21	7610	7501	870	2025-08-01	7600	7500	869	2001-11-29	2026-04-25
9007195	BE	371	Biel/Bienne	CH821281463586	0	8676					2587366.122	1222189.768	901	1004	1030	1110	1950		8013		276				3	1				7430	7520	870	2025-08-22					7620	7570	864	2014-01-01					2026-04-25
9007196	BE	371	Biel/Bienne	CH961946354373	0	8495					2585388.028	1220498.807	901	1004	1060	1230			8013		332				2					7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007197	BE	371	Biel/Bienne	CH261446352873	0	3886					2586669.954	1221722.127	901	1004	1060	1220			8013		228				3					7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007199	BE	371	Biel/Bienne	CH383446351430	0	1261					2585281.942	1220916.79	901	1004	1030	1122			8011		101				5	3				7434	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9007201	BE	371	Biel/Bienne	CH394614343589	0	1262					2585286.934	1220909.651	901	1004	1060	1230	1870		8011		102				5					7430	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
9007203	BE	371	Biel/Bienne	CH901435864655	0	1770					2585347.016	1220825.937	901	1004	1030	1122			8011		429				5	9				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9007204	BE	371	Biel/Bienne	CH661446352834	0	1051					2585318.611	1220817.872	901	1004	1040	1230			8011		164				3	2				7434	7520	855	2025-09-16	7400	7500	860	2001-11-29	7630	7520	855	2019-10-07	7600	7500	860	2001-11-29	2026-04-25
9007206	BE	371	Biel/Bienne	CH767664361319	0	10094				Café Restaurant	2585402.047	1220666.987	901	1004	1060	1230	2000		8019		334				1					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9007207	BE	371	Biel/Bienne	CH843546110643	0	2484				BEKB / BCBE Bank	2585455.494	1220601.967	901	1004	1060	1220	1916		8011		1092				4					7434	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9007210	BE	371	Biel/Bienne	CH113579461813	0	5279					2585782.856	1220262.971	901	1004	1060	1263			8013		4401				4					7434	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9007211	BE	371	Biel/Bienne	CH113579461813	0	5279					2585779.842	1220214.616	901	1004	1060	1220			8011		303				3					7430	7520	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
9007212	BE	371	Biel/Bienne	CH113579461813	0	5279				Altstadt-Kellerei Biel	2585830.745	1220301.256	901	1004	1060	1230			8013		797				2					7434	7520	855	2025-09-16					7634	7520	855	2019-10-08					2026-04-25
9007214	BE	371	Biel/Bienne	CH334614352401	0	2308					2585708.898	1220326.536	901	1004	1030	1110	1955		8013		107				2	1				7434	7520	855	2025-09-16					7634	7520	855	2019-10-09	7600	7500	860	2001-11-29	2026-04-25
9007215	BE	371	Biel/Bienne	CH201235264642	0	7497				Schulen, Kindergärten Mühlefeld	2585913.189	1219696.197	901	1004	1060	1263	1949		8013		166				2					7432	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9007216	BE	371	Biel/Bienne	CH458646143541	0	6082					2586015.005	1220201.485	901	1004	1060	1220	1936		8012		129				3					7432	7530	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9007217	BE	371	Biel/Bienne	CH921221463510	0	9452					2588537.476	1223317.64	901	1004	1060	1251	1979		8015		1045				1					7432	7530	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007218	BE	371	Biel/Bienne	CH661246352096	0	9778					2588767.804	1223425.131	901	1004	1060	1251			8014		1087				1					7410	7501	865	2025-10-29	7400	7500	869	2024-10-23	7610	7501	865	2025-10-29	7600	7500	869	2024-10-23	2026-04-25
9007219	BE	371	Biel/Bienne	CH601235334679	0	9873					2588795.332	1223441.417	901	1004	1060	1251			8014		1475				2					7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
9007220	BE	371	Biel/Bienne	CH621217463551	0	9884					2588829.437	1223457.837	901	1004	1040	1251			8015		1624				4	1				7410	7598	870	2025-08-01					7650	7560	869	2001-11-29					2026-04-25
9007221	BE	371	Biel/Bienne	CH994612343597	0	9887					2588872.443	1223461.074	901	1004	1060	1220	1992		8018		586				5					7433	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9007222	BE	371	Biel/Bienne	CH921214463573	0	9874					2588935.695	1223478.088	901	1004	1060	1251	1988		8017		799				3					7432	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9007223	BE	371	Biel/Bienne	CH413553461353	0	2540				Kindergarten	2585582.334	1220257.233	901	1004	1060	1263			8013		201				3					7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007224	BE	371	Biel/Bienne	CH401335534660	0	2539				Krippe Zukunftstrasse	2585617.445	1220266.743	901	1004	1060	1263	1954		8013		631				2					7432	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9007225	BE	371	Biel/Bienne	CH561146354040	0	5951					2585507.451	1220199.437	901	1004	1060	1220			8013		2213				5					7410	7598	870	2025-08-01					7650	7560	869	2001-11-29					2026-04-25
9007227	BE	371	Biel/Bienne	CH521272463575	0	8578				WipsCollege	2585652.052	1220099.638	901	1004	1060	1263	1957		8013		447				4					7434	7530	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9008900	BE	371	Biel/Bienne	CH694619613555	0	5551				Bundesamt für Sport BASPO	2582897.718	1220799.584	901	1004	1060	1220	1970		8014		3817				5					7433	7520	855	2020-03-09	7400	7500	869	2001-11-29	7632	7520	855	2020-03-09	7620	7570	871	2011-02-25	2026-04-25
9008906	BE	371	Biel/Bienne	CH553746123575	0	10115					2588275.623	1221923.734	901	1004	1020	1122			8018		295				4	12				7432	7520	864	2018-11-22					7632	7520	864	2018-11-22	7600	7500	860	2001-11-29	2026-04-25
9008907	BE	371	Biel/Bienne	CH201935824673	0	3647					2586137.086	1221851.532	901	1004	1060	1251			8012		1366				3					7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9008908	BE	371	Biel/Bienne	CH243546121442	0	5337				MM Madretsch	2585899.785	1220101.259	901	1004	1060	1230	1973		8015		2240				3					7410	7598	870	2025-08-01					7630	7530	869	2001-11-29					2026-04-25
9008910	BE	371	Biel/Bienne	CH508436596404	0	4937					2586644.033	1220644.236	901	1004	1060	1251	1895		8011		625				3					7430	7520	870	2025-08-22					7650	7560	869	2001-11-29					2026-04-25
9008911	BE	371	Biel/Bienne	CH954346113571	0	8914					2588375.091	1223225.279	901	1004	1060	1251			8016		653																	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9008912	BE	371	Biel/Bienne	CH921733463558	0	981					2586715.951	1222486.041	901	1004	1020	1122			8018		405				3	6				7410	7501	865	2025-10-29	7400	7500	869	2024-10-23	7650	7560	864	2025-08-28	7600	7500	869	2024-10-23	2026-04-25
9008915	BE	371	Biel/Bienne	CH601435344622	0	2479					2585377.83	1220471.561	901	1004	1040	1220	1947		8013		166				4	1	1			7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
9008918	BE	371	Biel/Bienne	CH673518544648	0	10153					2586502.139	1220205.505	901	1004	1030	1121			8018		116				3	2			281	7410	7501	864	2025-08-28	7400	7500	869	2022-10-30	7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
9008919	BE	371	Biel/Bienne	CH451746123567	0	9485					2588450.992	1223338.822	901	1004	1060	1251	1980		8015		1022				2					7432	7520	855	2025-09-16					7632	7520	855	2019-10-25					2026-04-25
9008920	BE	371	Biel/Bienne	CH734612352180	0	9780					2588435.315	1223269.045	901	1004	1060	1251	1986		8017		535				2					7434	7520	855	2025-09-16					7634	7520	855	2019-10-25	7600	7500	860	2001-11-29	2026-04-25
9008921	BE	371	Biel/Bienne	CH434610353787	0	4473					2587718.23	1221988.51	905	1007	1040	1230			8012	2018	4753				2	1				7430	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9008922	BE	371	Biel/Bienne	CH961246351497	0	10054					2588918.633	1223517.648	901	1004	1060	1251	1990		8017		801									7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	869	2001-11-29	2026-04-25
9008923	BE	371	Biel/Bienne	CH961946359224	0	9703					2588758.338	1223709.568	901	1004	1060	1251	1984	5	8016		3351	23457	961	869	2				6000	7430	7520	855	2025-09-16	7400	7500	869	2001-11-29	7630	7520	855	2025-09-16	7600	7500	869	2001-11-29	2026-04-25
9008929	BE	371	Biel/Bienne							Neumarktstr., 29, 2503, 0	2585802.0	1220719.0	902	1007	1060					1999																										2026-04-25
9008930	BE	371	Biel/Bienne							Neumarktstr., 33, 2503, 0	2585837.0	1220701.0	902	1007	1060					1999																										2026-04-25
9008932	BE	371	Biel/Bienne		0	5200					2586083.0	1220588.0	905	1007	1020	1110			8011	2007					3	1				7430	7520	860	2001-11-29					7650	7560	860	2001-11-29					2026-04-25
9008933	BE	371	Biel/Bienne	CH643546114176	0	5053					2586211.004	1220221.167	901	1004	1020	1122			8018		261				4	8				7430	7520	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9008934	BE	371	Biel/Bienne	CH901435914640	0	438					2588702.368	1223406.417	901	1004	1040	1251	2000		8019		4895				5	2				7434	7520	855	2025-09-16					7634	7520	855	2020-01-09					2026-04-25
9008935	BE	371	Biel/Bienne		0	9081					2585399.0	1220808.0	902	1007	1060	1220			8011	2010	242				2					7430	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
9008936	BE	371	Biel/Bienne	CH513520461226	0	9777					2588782.93	1223528.306	901	1004	1060	1251			8016		1376				3					7432	7530	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9008941	BE	371	Biel/Bienne	CH361946354284	0	6898					2586298.058	1222075.461	901	1004	1040	1251	1949		8013		256				2	1				7434	7520	855	2025-09-16	7400	7500	869	2001-11-29	7630	7520	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9008942	BE	371	Biel/Bienne	CH643546114176	0	5053					2586190.954	1220223.383	901	1004	1020	1122			8018		302				5	8				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9008944	BE	371	Biel/Bienne	CH885346351327	0	1286				Synagogue	2585183.097	1220927.968	901	1004	1060	1272	1883		8011		177				2																					2026-04-25
9008946	BE	371	Biel/Bienne	CH385346351303	0	2524					2585563.215	1220340.006	901	1004	1020	1121			8012		67				3	2				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9008947	BE	371	Biel/Bienne	CH121480463585	0	305					2587094.109	1222536.486	901	1004	1020	1110			8011		88				2	1				7430	7520	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
9008949	BE	371	Biel/Bienne	CH321479463526	0	1530					2585439.35	1221369.014	901	1004	1040	1251			8017		137				1	1				7434	7520	855	2025-09-16					7630	7520	855	2021-11-26	7600	7500	860	2001-11-29	2026-04-25
9008951	BE	371	Biel/Bienne	CH513574461225	0	10098					2585283.608	1220269.776	901	1004	1060	1261	2001		8020		142				1					7410	7598	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9008953	BE	371	Biel/Bienne	CH643664806841	0	9083					2587390.913	1222208.807	901	1004	1060	1251	1967		8014		158									7430	7520	870	2025-08-22					7600	7500	869	2001-11-29					2026-04-25
9031440	BE	371	Biel/Bienne	CH294612893573	0	5561				Hôtel Restaurant	2586249.857	1224090.603	901	1004	1040	1211			8011		176				3	1			457	7430	7520	855	2025-09-16	7452	7560	858	2014-05-05	7630	7520	855	2025-09-16	7650	7560	858	2014-05-05	2026-04-25
9052116	BE	371	Biel/Bienne	CH361946355967	0	2764					2585078.751	1220399.479	901	1004	1060	1274	1991		8018		779				1					7400	7500	869	2001-11-29	7400	7500	869	2001-11-29	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9052118	BE	371	Biel/Bienne	CH358346193544	0	5187					2585969.98	1220521.596	901	1004	1060	1251	1946		8013		278				4					7430	7520	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052119	BE	371	Biel/Bienne	CH259746123512	0	9766				Tagesbetreuung für Kinder	2586767.613	1220094.946	901	1004	1060	1263	1992		8018		183				1					7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052121	BE	371	Biel/Bienne							Mettstr., 84a, Existiert nicht	2586907.0	1221059.0	905	1007																																2026-04-25
9052122	BE	371	Biel/Bienne	CH461246353354	0	8766					2586675.273	1222248.002	901	1004	1060	1251			8013		116				3					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9052124	BE	371	Biel/Bienne	CH334614359131	0	694					2586845.397	1222389.713	901	1004	1060	1251			8013		236				2					7430	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
9052126	BE	371	Biel/Bienne	CH401135614690	0	8044				Krematorium	2586767.337	1219657.803	901	1004	1060	1272			8014		466				2					7460	7580	859	2016-04-21					7630	7520	869	2001-11-29					2026-04-25
9052130	BE	371	Biel/Bienne	CH385946351929	0	573					2587018.618	1221976.651	904	1007	1060	1251			8015	2025	444				1					7410	7501	869	2025-03-24	7400	7500	869	2025-03-24	7610	7501	869	2025-03-24	7600	7500	869	2025-03-24	2026-04-25
9052132	BE	371	Biel/Bienne	CH901235214613	0	87					2588599.169	1223344.254	901	1004	1060	1251	1978		8015		841				2				841	7410	7501	864	2025-08-28	7400	7500	869	2023-12-05	7610	7501	864	2025-08-28	7600	7500	869	2023-12-05	2026-04-25
9052137	BE	371	Biel/Bienne	CH843546140733	0	1923					2585806.443	1221116.217	901	1004	1060	1220			8013		357				2					7432	7530	855	2025-09-16					7632	7520	855	2019-11-12					2026-04-25
9052138	BE	371	Biel/Bienne	CH673518924631	0	8435				Spielgruppe Kindergarten	2586088.742	1219485.162	901	1004	1060	1263	1958		8013		273				2					7430	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9052139	BE	371	Biel/Bienne	CH843546108069	0	8120					2587460.01	1221550.674	901	1004	1060	1272			8019		827				2					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9052141	BE	371	Biel/Bienne	CH601435794681	0	2787					2584746.186	1220216.66	901	1004	1060	1220			8018		741				3					7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
