EGID	GDEKT	GGDENR	GGDENAME	EGRID	LGBKR	LPARZ	LPARZSX	LTYP	GEBNR	GBEZ	GKODE	GKODN	GKSCE	GSTAT	GKAT	GKLAS	GBAUJ	GBAUM	GBAUP	GABBJ	GAREA	GVOL	GVOLNORM	GVOLSCE	GASTW	GANZWHG	GAZZI	GSCHUTZR	GEBF	GWAERZH1	GENH1	GWAERSCEH1	GWAERDATH1	GWAERZH2	GENH2	GWAERSCEH2	GWAERDATH2	GWAERZW1	GENW1	GWAERSCEW1	GWAERDATW1	GWAERZW2	GENW2	GWAERSCEW2	GWAERDATW2	GEXPDAT
1756571	BE	371	Biel/Bienne	CH421278463555	0	893					2587504.825	1222863.618	901	1004	1020	1122			8013		239				3	9				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756572	BE	371	Biel/Bienne	CH794612813524	0	8099					2587509.834	1222774.889	901	1004	1020	1122			8013		238				3	9	2			7431	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756573	BE	371	Biel/Bienne	CH421278463555	0	893					2587518.364	1222878.305	901	1004	1020	1122			8013		139				3	6				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756574	BE	371	Biel/Bienne	CH794612813524	0	8099					2587543.408	1222781.85	901	1004	1020	1122			8013		237				3	9	2			7431	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756575	BE	371	Biel/Bienne	CH421278463555	0	893					2587530.473	1222848.369	901	1004	1020	1122			8013		239				3	9				7430	7520	855	2025-09-16					7630	7530	855	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756576	BE	371	Biel/Bienne	CH421278463555	0	893					2587546.553	1222822.563	901	1004	1020	1122			8013		241				3	9				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756577	BE	371	Biel/Bienne	CH394611593541	0	8968					2586493.758	1222135.865	901	1004	1020	1122			8014		217				4	12			662	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756578	BE	371	Biel/Bienne	CH134614358013	0	306					2586687.569	1222170.624	901	1004	1030	1122			8014		687				7	13				7433	7520	855	2025-09-16					7632	7530	864	2021-09-09	7600	7500	860	2001-11-29	2026-04-25
1756579	BE	371	Biel/Bienne	CH994614133545	0	937					2586614.741	1222208.627	901	1004	1040				8011		338				3	10	3			7434	7520	855	2025-09-16					7634	7520	864	2018-11-07	7600	7500	860	2001-11-29	2026-04-25
1756580	BE	371	Biel/Bienne	CH543546142817	0	1033					2586634.446	1222202.887	901	1004	1020	1122			8012		408				4	5				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756581	BE	371	Biel/Bienne	CH934614358032	0	279					2586654.02	1222202.062	901	1004	1020	1122			8011		91				3	3				7432	7530	855	2025-09-16					7632	7530	855	2021-01-13	7600	7500	860	2001-11-29	2026-04-25
1756582	BE	371	Biel/Bienne	CH521428463529	0	1030					2586697.139	1222191.633	901	1004	1030	1122			8012		118				4	3	2			7434	7520	855	2025-09-16					7634	7520	864	2018-11-07	7600	7500	860	2001-11-29	2026-04-25
1756583	BE	371	Biel/Bienne	CH394613633511	0	3					2586666.687	1222209.721	901	1004	1030	1122			8011		111				4	4				7432	7530	855	2025-09-16					7632	7530	855	2021-01-13	7600	7500	860	2001-11-29	2026-04-25
1756584	BE	371	Biel/Bienne	CH413533461240	0	8758					2586768.867	1222152.498	901	1004	1060	1251	1961		8014		5360				5					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756585	BE	371	Biel/Bienne	CH594613673528	0	117					2588229.64	1224554.525	901	1004	1040				8013		504				2	1	3			7430	7541	855	2025-09-16	7400	7500	860	2021-05-12	7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756586	BE	371	Biel/Bienne	CH143546148004	0	307					2586693.567	1222228.809	901	1004	1020	1121			8013		172				3	2				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756587	BE	371	Biel/Bienne	CH621886463544	0	133					2586782.523	1222247.335	901	1004	1030	1110			8011		124				3	1				7434	7520	855	2025-09-16					7634	7520	855	2018-11-08	7600	7500	860	2001-11-29	2026-04-25
1756588	BE	371	Biel/Bienne	CH313593461021	0	298					2586699.229	1222237.634	901	1004	1030	1121			8011		257				3	2				7434	7530	855	2025-09-16					7634	7530	855	2021-01-13	7600	7500	860	2001-11-29	2026-04-25
1756589	BE	371	Biel/Bienne	CH321363463503	0	13					2586716.335	1222240.366	901	1004	1030	1122			8011		131				3	3				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756590	BE	371	Biel/Bienne	CH834619350695	0	317					2586725.893	1222247.892	901	1004	1030	1122			8011		168				4	5				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756591	BE	371	Biel/Bienne	CH913513461151	0	756					2586824.907	1222269.76	901	1004	1030	1122			8011		284				4	5				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756592	BE	371	Biel/Bienne	CH861446351378	0	934					2586742.429	1222254.946	901	1004	1020	1122			8011		126				3	4				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756593	BE	371	Biel/Bienne	CH561046355057	0	648					2586837.838	1222278.972	901	1004	1030	1122			8012		202				4	3	2			7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756594	BE	371	Biel/Bienne	CH261446359110	0	506					2586754.272	1222261.867	901	1004	1030	1110			8011		153				3	1			263	7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756595	BE	371	Biel/Bienne	CH213502461494	0	740					2586853.099	1222285.378	901	1004	1030	1122			8014		666				6	22				7434	7520	855	2025-09-16					7634	7520	855	2022-10-25	7600	7500	860	2001-11-29	2026-04-25
1756596	BE	371	Biel/Bienne	CH734614358003	0	228					2586780.573	1222281.763	901	1004	1030	1122			8011		282				4	6	1			7434	7520	855	2025-09-16					7634	7520	864	2018-11-08	7600	7500	860	2001-11-29	2026-04-25
1756597	BE	371	Biel/Bienne	CH213502461494	0	740					2586884.227	1222318.59	901	1004	1030	1122			8013		662				6	22				7430	7520	859	2024-08-07					7630	7520	859	2024-08-07					2026-04-25
1756598	BE	371	Biel/Bienne	CH701135594691	0	7758					2586797.54	1222293.229	901	1004	1020	1122			8014		417				5	16				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756599	BE	371	Biel/Bienne	CH421233463572	0	8759					2586782.12	1222322.366	901	1004	1020	1122			8013		173				3	6				7434	7520	855	2025-09-16					7630	7520	855	2022-10-25	7600	7500	860	2001-11-29	2026-04-25
1756600	BE	371	Biel/Bienne	CH561446359697	0	583					2586899.023	1222333.542	901	1004	1030	1122			8012		327				6	16				7432	7530	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756601	BE	371	Biel/Bienne	CH885946351854	0	653					2586909.799	1222344.648	901	1004	1020	1122			8011		103				4	3				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756602	BE	371	Biel/Bienne	CH743546140767	0	642					2586818.641	1222307.246	901	1004	1040	1251			8011		314				2	1				7430	7520	870	2025-08-22					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756603	BE	371	Biel/Bienne	CH885946351854	0	653					2586919.133	1222351.458	901	1004	1020	1122			8011		226				3	3				7430	7520	870	2025-08-22					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756604	BE	371	Biel/Bienne	CH421240463509	0	811					2586931.502	1222360.755	901	1004	1030	1122			8011		200				4	3				7435	7520	855	2025-09-16					7634	7520	864	2018-11-09	7600	7500	860	2001-11-29	2026-04-25
1756605	BE	371	Biel/Bienne	CH613533461170	0	535					2586831.855	1222318.673	901	1004	1030	1121			8011		184				3	2				7434	7520	855	2025-09-16					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756606	BE	371	Biel/Bienne	CH101435134661	0	962					2586941.657	1222372.302	901	1004	1040	1211			8011		159				3	2				7434	7520	855	2025-09-16					7630	7520	864	2018-11-09	7600	7500	860	2001-11-29	2026-04-25
1756607	BE	371	Biel/Bienne	CH613533461170	0	535					2586844.889	1222326.476	901	1004	1040	1251			8011		151				3	1	1			7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756608	BE	371	Biel/Bienne	CH843546173791	0	280					2586854.888	1222336.721	901	1004	1030	1122			8012		196				4	6				7434	7520	855	2025-09-16					7630	7520	864	2018-11-12	7600	7500	860	2001-11-29	2026-04-25
1756609	BE	371	Biel/Bienne	CH589646351434	0	561					2586865.108	1222344.798	901	1004	1030	1122			8012		215				4	6				7432	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756610	BE	371	Biel/Bienne	CH673514184695	0	9251					2586972.68	1222393.709	901	1004	1030	1122			8014		268				5	12				7430	7530	855	2025-09-16	7400	7500	860	2021-05-12	7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756611	BE	371	Biel/Bienne	CH234613355315	0	2514					2586871.07	1222366.575	901	1004	1020	1122	1937		8012		437				3	4				7430	7530	855	2025-09-16					7650	7560	869	2018-08-07	7600	7500	860	2001-11-29	2026-04-25
1756612	BE	371	Biel/Bienne	CH950246143505	0	692					2586859.334	1222407.558	901	1004	1030	1122			8014		458				4	7				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756613	BE	371	Biel/Bienne	CH694619423515	0	12					2586993.289	1222418.449	901	1004	1020	1122			8011		293				5	10				7434	7520	855	2025-09-16					7630	7520	864	2018-11-13	7600	7500	860	2001-11-29	2026-04-25
1756614	BE	371	Biel/Bienne	CH113502461431	0	717					2586887.899	1222368.449	901	1004	1030	1122	1880		8011		279				4	7			1000	7430	7530	855	2025-09-16					7650	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756615	BE	371	Biel/Bienne	CH334610357781	0	689					2586900.594	1222379.906	901	1004	1030	1122			8011		265				4	6				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756616	BE	371	Biel/Bienne	CH673514184695	0	9251					2586988.254	1222405.902	901	1004	1020	1122			8014		353				5	10				7430	7530	859	2024-07-16					7630	7530	859	2024-07-16	7600	7500	860	2001-11-29	2026-04-25
1756617	BE	371	Biel/Bienne	CH743546140767	0	642					2586794.683	1222343.231	901	1004	1020	1122			8011		558				3	3				7430	7520	870	2025-08-22	7400	7500	860	2001-11-29	7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756618	BE	371	Biel/Bienne	CH843546173791	0	280					2586842.243	1222349.152	901	1004	1030	1110			8011		152				3	1				7430	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
1756619	BE	371	Biel/Bienne	CH701935304659	0	877					2586914.484	1222384.763	901	1004	1030	1122	1900		8011		261				3	5				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756620	BE	371	Biel/Bienne	CH901435804673	0	270					2587004.078	1222436.617	901	1004	1030	1122			8011		653				4	10				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756621	BE	371	Biel/Bienne	CH594614853562	0	359					2587011.133	1222446.841	901	1004	1030	1122			8011		155				4	6				7430	7520	855	2025-09-16	7400	7500	857	2025-04-23	7650	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756622	BE	371	Biel/Bienne	CH913537461030	0	385					2587011.948	1222461.374	901	1004	1020	1122			8011		93				5	6				7452	7560	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756623	BE	371	Biel/Bienne	CH913537461030	0	385					2587017.863	1222473.831	901	1004	1030	1122			8011		222				4	6				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756624	BE	371	Biel/Bienne	CH257446143545	0	143					2586928.824	1222397.03	901	1004	1030	1122			8012		210				4	6				7434	7520	855	2025-09-16					7634	7520	864	2016-12-09	7600	7500	860	2001-11-29	2026-04-25
1756625	BE	371	Biel/Bienne	CH534612351359	0	8515					2586917.444	1222409.778	901	1004	1020	1121			8011		147				3	2	1			7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756626	BE	371	Biel/Bienne	CH973511064656	0	348					2586939.664	1222408.014	901	1004	1030	1122			8015		220				6	13				7432	7530	855	2025-09-16					7632	7530	855	2021-01-11	7600	7500	860	2001-11-29	2026-04-25
1756627	BE	371	Biel/Bienne	CH101235344652	0	536					2587035.693	1222449.458	901	1004	1020	1122			8013		321				3	4				7434	7520	855	2025-09-16					7634	7520	855	2019-12-06					2026-04-25
1756628	BE	371	Biel/Bienne	CH234612354037	0	9902					2586951.621	1222423.685	901	1004	1020	1122			8019		127				5	7				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756629	BE	371	Biel/Bienne	CH373514914675	0	507					2586943.208	1222433.969	901	1004	1020	1110			8011		69				1	1				7434	7520	855	2025-09-16					7634	7520	864	2018-11-13	7600	7500	860	2001-11-29	2026-04-25
1756630	BE	371	Biel/Bienne	CH643546148523	0	396					2586953.226	1222435.113	901	1004	1040	1220			8011		346				4	3				7410	7598	870	2025-08-01	7400	7500	869	2022-06-21	7610	7598	870	2025-08-01	7600	7500	860	2001-11-29	2026-04-25
1756631	BE	371	Biel/Bienne	CH134619359946	0	332					2586967.801	1222435.576	901	1004	1030	1122			8011		176				4	10				7430	7530	855	2025-09-16	7400	7500	860	2001-11-29	7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756632	BE	371	Biel/Bienne	CH894618593502	0	888					2586975.331	1222452.97	901	1004	1020	1121			8011		220				3	2				7430	7520	870	2025-08-22					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756633	BE	371	Biel/Bienne	CH894618593502	0	888					2586963.306	1222477.868	901	1004	1060	1242	1990		8017		60				1					7400	7500	860	2001-11-29	7400	7500	860	2001-11-29	7600	7500	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756634	BE	371	Biel/Bienne	CH501435754630	0	9966					2586991.049	1222487.722	901	1004	1030	1122	1840		8011		154				4	5				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756635	BE	371	Biel/Bienne	CH594614283539	0	1026					2586997.46	1222497.502	901	1004	1030	1121	1820		8011		111				4	2				7432	7520	855	2025-09-16					7632	7520	864	2018-11-13	7600	7500	860	2001-11-29	2026-04-25
1756636	BE	371	Biel/Bienne	CH457846193548	0	536					2587035.078	1222420.767	901	1004	1030	1122			8011		197				3	3				7434	7520	855	2025-09-16					7634	7520	855	2021-11-05	7600	7500	860	2001-11-29	2026-04-25
1756637	BE	371	Biel/Bienne	CH473519754644	0	10241					2587093.339	1222370.565	901	1004	1040	1220			8011		154				2	1				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756638	BE	371	Biel/Bienne							Bözingenstr., 198, 2504, 0	2587047.0	1222245.0	905	1007	1020	1110			8013	1999					1	1				7436	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
1756640	BE	371	Biel/Bienne	CH461446359634	0	540					2587145.615	1222471.512	901	1004	1020	1122			8011		89				3	3				7434	7520	855	2025-09-16					7634	7520	864	2018-11-13					2026-04-25
1756641	BE	371	Biel/Bienne	CH352546193558	0	1009					2587174.019	1222488.63	901	1004	1020	1122			8012		99				3	3				7410	7598	870	2025-08-01	7400	7500	859	2022-01-20	7610	7598	870	2025-08-01	7600	7500	859	2022-01-20	2026-04-25
1756642	BE	371	Biel/Bienne	CH682846351490	0	1041					2587167.706	1222456.604	901	1004	1020	1121	1928		8012		135				3	2				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756643	BE	371	Biel/Bienne	CH521043463502	0	1040					2587183.064	1222467.063	901	1004	1020	1122			8012		138				4	3	1			7432	7520	855	2025-09-16					7632	7530	855	2004-12-31	7600	7500	860	2001-11-29	2026-04-25
1756644	BE	371	Biel/Bienne	CH573518924665	0	1013					2587198.703	1222481.743	901	1004	1020	1121			8012		125				4	2	2			7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756645	BE	371	Biel/Bienne	CH173512144604	0	539					2587211.366	1222409.703	901	1004	1020	1122			8013		169				4	8				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756646	BE	371	Biel/Bienne	CH173512144604	0	539					2587226.091	1222393.253	901	1004	1020	1122			8013		268				4	12				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756647	BE	371	Biel/Bienne	CH173512144604	0	539					2587240.846	1222376.832	901	1004	1020	1122			8013		169				4	8				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756648	BE	371	Biel/Bienne	CH173512144604	0	539					2587265.42	1222346.858	901	1004	1020	1122			8013		296				4	16				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756649	BE	371	Biel/Bienne	CH601735444608	0	411					2587296.28	1222321.244	901	1004	1020	1122			8012		194				4	6				7434	7520	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756650	BE	371	Biel/Bienne	CH555646173532	0	848					2587319.431	1222249.98	901	1004	1020	1122			8013		160				4	8				7430	7520	864	2025-08-28					7630	7520	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756651	BE	371	Biel/Bienne	CH555646173532	0	848					2587324.776	1222236.172	901	1004	1020	1122			8013		156				4	8				7430	7520	864	2025-08-28					7630	7520	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756652	BE	371	Biel/Bienne	CH555646173532	0	848					2587330.094	1222222.266	901	1004	1020	1122			8013		161				4	8				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756653	BE	371	Biel/Bienne	CH555646173532	0	848					2587339.325	1222206.843	901	1004	1020	1122			8013		197				4	8				7430	7520	864	2025-08-28					7630	7520	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756654	BE	371	Biel/Bienne	CH913580461427	0	273					2587354.502	1222103.102	901	1004	1020	1122			8011		106				4	4				7432	7530	855	2025-09-16					7632	7530	855	2021-01-20	7600	7500	860	2001-11-29	2026-04-25
1756655	BE	371	Biel/Bienne	CH294610003567	0	301					2587325.334	1222082.836	901	1004	1020	1110			8013		157				2	1				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756656	BE	371	Biel/Bienne	CH501235934630	0	8293					2587514.206	1222942.377	901	1004	1020	1122			8014		162				4	12				7431	7520	860	2001-11-29					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756657	BE	371	Biel/Bienne	CH843546128162	0	8963					2587538.52	1222903.499	901	1004	1020	1122			8014		188				4	8				7433	7520	855	2025-09-16					7632	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756658	BE	371	Biel/Bienne	CH843546128162	0	8963					2587548.379	1222887.662	901	1004	1020	1122			8014		189				4	8				7431	7520	860	2001-11-29					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756659	BE	371	Biel/Bienne	CH501235934630	0	8293					2587522.909	1222928.425	901	1004	1020	1122			8014		164				4	11				7432	7520	855	2025-09-16					7632	7530	855	2014-12-31	7600	7500	860	2001-11-29	2026-04-25
1756660	BE	371	Biel/Bienne	CH134618351146	0	661					2587152.414	1222477.891	901	1004	1020	1121			8011		89				3	2				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756661	BE	371	Biel/Bienne	CH843546128162	0	8963					2587573.243	1222847.82	901	1004	1020	1122			8014		188				4	8				7433	7520	855	2025-09-16					7632	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756662	BE	371	Biel/Bienne	CH343546114379	0	959					2587608.286	1222791.733	901	1004	1020	1122			8014		185				4	8				7430	7520	855	2025-09-16	7400	7500	857	2024-10-14	7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756663	BE	371	Biel/Bienne	CH381746351206	0	662					2587646.994	1222715.101	901	1004	1020	1122			8014		171				4	11				7433	7530	855	2025-09-16					7632	7530	855	2021-01-14	7600	7500	860	2001-11-29	2026-04-25
1756664	BE	371	Biel/Bienne	CH321842463557	0	9829					2587688.035	1222758.282	901	1004	1020	1110			8017		57				2	1				7434	7520	855	2025-09-16	7400	7500	860	2001-11-29	7630	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756665	BE	371	Biel/Bienne	CH294613693527	0	9830					2587691.033	1222753.494	901	1004	1020	1110			8017		56				2	1				7434	7520	855	2025-09-16					7630	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756666	BE	371	Biel/Bienne	CH201335694680	0	9831					2587693.994	1222748.752	901	1004	1020	1110			8017		56				2	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756667	BE	371	Biel/Bienne	CH213569461374	0	9832					2587696.965	1222743.999	901	1004	1020	1110			8017		56				3	1				7434	7520	855	2025-09-16	7400	7500	860	2001-11-29	7630	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
1756668	BE	371	Biel/Bienne	CH221369463580	0	9833					2587699.945	1222739.213	901	1004	1020	1110			8017		56				2	1				7434	7520	855	2025-09-16					7630	7520	864	2019-01-10	7600	7500	860	2001-11-29	2026-04-25
